preset,seed,steps,batch_size,parameters,train_count,holdout_count,sequence_length,chance_nll,initial_train_nll,initial_holdout_nll,final_train_nll,final_holdout_nll,final_train_accuracy,final_holdout_accuracy,mean_estimated_madds_per_token,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,first_window_loss,last_window_loss,mechanism_load,role_mechanism_load,condition,workspace_aux_initial_weight,workspace_aux_anneal_steps,first_primary_window_loss,last_primary_window_loss,last_workspace_aux_window_loss,anneal_boundary_primary_window_loss,final_workspace_aux_weight,final_weighted_workspace_aux_window_loss,training_stream_samples,output_logit_bound,initial_train_brier,initial_holdout_brier,final_train_brier,final_holdout_brier,initial_train_ece,initial_holdout_ece,final_train_ece,final_holdout_ece,final_train_max_confidence,final_holdout_max_confidence,final_train_true_class_probability,final_holdout_true_class_probability,read_slot_load,write_slot_load,mean_write_collision_rate,mean_routing_entropy,mean_routing_disagreement_rate,router_initial_temperature,router_final_temperature,router_anneal_steps,final_200_collision_rate,final_200_routing_entropy,final_200_disagreement_rate
kv_annealed_router,3,800,8,112,160,160,8,1.609437912434,0.113561091186,0.107934041781,0.002206241309,0.002244242852,1.000000000000,1.000000000000,88.000000000000,1.000000000000,0.750000000000,1.000000000000,0.060129159572,0.002211741837,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.000000000000,0,0.060129159572,0.002211741837,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.021363919289,0.019782688851,0.000006083736,0.000006299441,0.106271070612,0.101644539391,0.002203805970,0.002241720851,0.997796194030,0.997758279149,0.997796194030,0.997758279149,56;52;52,320;320;320,0.000000000000,0.098995930442,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.090772089579,0.000000000000
structural_core_blind,4,800,8,725,160,160,8,1.609437912434,1.609437912434,1.609437912434,1.608141115106,1.667870383228,0.187500000000,0.181250000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.644978825528,1.605885699872,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_blind,0.000000000000,0,1.644978825528,1.605885699872,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.800000000000,0.800000000000,0.799456427417,0.820464393151,0.037500000000,0.100000000000,0.041780941361,0.048030941361,0.229280941361,0.229280941361,0.202854820050,0.192350837183,0;0;0,0;0;0,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.000000000000,0.000000000000
kv_fixed_position,4,800,8,88,160,160,8,1.609437912434,0.013601603522,0.015971773663,0.002224788355,0.002273437885,1.000000000000,1.000000000000,64.000000000000,1.000000000000,0.750000000000,1.000000000000,0.007122156186,0.002215897815,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_fixed_position,0.000000000000,0,0.007122156186,0.002215897815,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.000454990380,0.000579998598,0.000006216806,0.000006496388,0.013460198069,0.015789881752,0.002222302996,0.002270839763,0.997777697004,0.997729160237,0.997777697004,0.997729160237,58;61;41,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.000000000000,0.000000000000
kv_first_free,4,800,8,88,160,160,8,1.609437912434,0.013601603522,0.015971773663,0.002224788355,0.002273437885,1.000000000000,1.000000000000,64.000000000000,1.000000000000,0.750000000000,1.000000000000,0.007122156186,0.002215897815,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_first_free,0.000000000000,0,0.007122156186,0.002215897815,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.000454990380,0.000579998598,0.000006216806,0.000006496388,0.013460198069,0.015789881752,0.002222302996,0.002270839763,0.997777697004,0.997729160237,0.997777697004,0.997729160237,58;61;41,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.000000000000,0.000000000000
kv_hard_router,4,800,8,112,160,160,8,1.609437912434,0.013601603522,0.015971773663,0.002224788355,0.002273437885,1.000000000000,1.000000000000,88.000000000000,1.000000000000,0.750000000000,1.000000000000,0.007122156186,0.002215897815,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_hard_router,0.000000000000,0,0.007122156186,0.002215897815,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.000454990380,0.000579998598,0.000006216806,0.000006496388,0.013460198069,0.015789881752,0.002222302996,0.002270839763,0.997777697004,0.997729160237,0.997777697004,0.997729160237,59;53;48,320;320;320,0.000000000000,0.145089924307,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.140426711160,0.000000000000
kv_annealed_router,4,800,8,112,160,160,8,1.609437912434,0.013601603522,0.015971773663,0.002224788355,0.002273437885,1.000000000000,1.000000000000,88.000000000000,1.000000000000,0.750000000000,1.000000000000,0.007122156186,0.002215897815,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.000000000000,0,0.007122156186,0.002215897815,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.000454990380,0.000579998598,0.000006216806,0.000006496388,0.013460198069,0.015789881752,0.002222302996,0.002270839763,0.997777697004,0.997729160237,0.997777697004,0.997729160237,59;55;46,320;320;320,0.000000000000,0.115180410605,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.119629552647,0.000000000000
structural_core_blind,5,800,8,725,160,160,8,1.609437912434,1.609437912434,1.609437912434,1.603435546199,1.631525553065,0.250000000000,0.187500000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.638199570412,1.639995748400,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_blind,0.000000000000,0,1.638199570412,1.639995748400,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.800000000000,0.800000000000,0.797578054967,0.808530020935,0.031250000000,0.143750000000,0.028457776411,0.034042223589,0.221542223589,0.221542223589,0.202048261166,0.196572278182,0;0;0,0;0;0,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.000000000000,0.000000000000
kv_fixed_position,5,800,8,88,160,160,8,1.609437912434,0.070084195528,0.060733059684,0.002206588213,0.002219647084,1.000000000000,1.000000000000,64.000000000000,1.000000000000,0.750000000000,1.000000000000,0.039535690195,0.002266659955,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_fixed_position,0.000000000000,0,0.039535690195,0.002266659955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.011897781626,0.010202281231,0.000006081220,0.000006152343,0.066212800351,0.057357130556,0.002204153271,0.002217183475,0.997795846729,0.997782816525,0.997795846729,0.997782816525,53;56;51,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.000000000000,0.000000000000
kv_first_free,5,800,8,88,160,160,8,1.609437912434,0.070084195528,0.060733059684,0.002206588213,0.002219647084,1.000000000000,1.000000000000,64.000000000000,1.000000000000,0.750000000000,1.000000000000,0.039535690195,0.002266659955,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_first_free,0.000000000000,0,0.039535690195,0.002266659955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.011897781626,0.010202281231,0.000006081220,0.000006152343,0.066212800351,0.057357130556,0.002204153271,0.002217183475,0.997795846729,0.997782816525,0.997795846729,0.997782816525,53;56;51,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.000000000000,0.000000000000
kv_hard_router,5,800,8,112,160,160,8,1.609437912434,0.070084195528,0.060733059684,0.002206588213,0.002219647084,1.000000000000,1.000000000000,88.000000000000,1.000000000000,0.750000000000,1.000000000000,0.039535690195,0.002266659955,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_hard_router,0.000000000000,0,0.039535690195,0.002266659955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.011897781626,0.010202281231,0.000006081220,0.000006152343,0.066212800351,0.057357130556,0.002204153271,0.002217183475,0.997795846729,0.997782816525,0.997795846729,0.997782816525,51;58;51,320;320;320,0.000000000000,0.305772908258,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.292813429620,0.000000000000
kv_annealed_router,5,800,8,112,160,160,8,1.609437912434,0.070084195528,0.060733059684,0.002206588213,0.002219647084,1.000000000000,1.000000000000,88.000000000000,1.000000000000,0.750000000000,1.000000000000,0.039535690195,0.002266659955,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.000000000000,0,0.039535690195,0.002266659955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.011897781626,0.010202281231,0.000006081220,0.000006152343,0.066212800351,0.057357130556,0.002204153271,0.002217183475,0.997795846729,0.997782816525,0.997795846729,0.997782816525,51;58;51,320;320;320,0.000000000000,0.064531743351,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.063292396865,0.000000000000
structural_core_blind,6,800,8,725,160,160,8,1.609437912434,1.609437912434,1.609437912434,1.622505274278,1.639243052704,0.168750000000,0.150000000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.619372473522,1.596105218503,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_blind,0.000000000000,0,1.619372473522,1.596105218503,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.800000000000,0.800000000000,0.805588950366,0.811873540619,0.025000000000,0.106250000000,0.068541301043,0.087291301043,0.237291301043,0.237291301043,0.198505641886,0.195363346759,0;0;0,0;0;0,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,600,0.000000000000,0.000000000000,0.000000000000
