preset,seed,steps,batch_size,parameters,train_count,holdout_count,sequence_length,chance_nll,initial_train_nll,initial_holdout_nll,final_train_nll,final_holdout_nll,final_train_accuracy,final_holdout_accuracy,mean_estimated_madds_per_token,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,first_window_loss,last_window_loss,mechanism_load,role_mechanism_load,condition,workspace_aux_initial_weight,workspace_aux_anneal_steps,first_primary_window_loss,last_primary_window_loss,last_workspace_aux_window_loss,anneal_boundary_primary_window_loss,final_workspace_aux_weight,final_weighted_workspace_aux_window_loss,training_stream_samples,output_logit_bound,initial_train_brier,initial_holdout_brier,final_train_brier,final_holdout_brier,initial_train_ece,initial_holdout_ece,final_train_ece,final_holdout_ece,final_train_max_confidence,final_holdout_max_confidence,final_train_true_class_probability,final_holdout_true_class_probability,read_slot_load,write_slot_load,mean_write_collision_rate,mean_routing_entropy,mean_routing_disagreement_rate,router_initial_temperature,router_final_temperature,router_anneal_steps,final_200_collision_rate,final_200_routing_entropy,final_200_disagreement_rate,retention_write_rate,retention_skip_rate,retention_eviction_rate,relevant_eviction_rate,queried_entity_retention_rate,query_read_hit_rate,mean_retained_age,eviction_slot_load,final_300_retention_write_rate,final_300_retention_skip_rate,final_300_retention_eviction_rate,final_300_relevant_eviction_rate,final_300_query_read_hit_rate
kv_hard_retention,1,1200,8,145,160,160,15,1.791759469228,2.215764702920,2.832455011082,1.163769730969,1.496258758151,0.668750000000,0.581250000000,107.000000000000,1.000000000000,0.577500000000,1.000000000000,2.035659399835,1.232339534111,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_hard_retention,0.000000000000,0,2.035659399835,1.232339534111,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.617410968337,0.780163550261,0.530980322452,0.650946743559,0.263297491758,0.321464812605,0.014560671962,0.078436131477,0.683310671962,0.659686131477,0.480468859364,0.406028288554,51;52;57,472;464;450,0.000000000000,0.517995021395,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.513205407087,0.000000000000,0.721875000000,0.278125000000,0.221875000000,0.098958333333,0.531250000000,0.531250000000,2.512500000000,76;72;65,0.719236111111,0.280763888889,0.219236111111,0.091041666667,0.577500000000
kv_annealed_retention,1,1200,8,145,160,160,15,1.791759469228,2.215764702920,2.832455011082,0.008906359237,0.009029475679,1.000000000000,1.000000000000,107.000000000000,1.000000000000,0.526666666667,1.000000000000,1.766582549643,0.009185662703,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.000000000000,0,1.766582549643,0.009185662703,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.617410968337,0.780163550261,0.000095460120,0.000098193993,0.263297491758,0.321464812605,0.008866534917,0.008988494267,0.991133465083,0.991011505733,0.991133465083,0.991011505733,44;54;62,414;430;420,0.000000000000,0.382948301258,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.398101222094,0.000000000000,0.658333333333,0.341666666667,0.158333333333,0.000000000000,1.000000000000,1.000000000000,2.593750000000,47;55;50,0.666180555556,0.333819444444,0.166180555556,0.000000000000,1.000000000000
kv_full_capacity,2,1200,8,120,160,160,15,1.791759469228,0.053261545267,0.048379809058,0.003781269528,0.003700726314,1.000000000000,1.000000000000,96.000000000000,1.000000000000,0.800000000000,1.000000000000,0.031543418001,0.003797572280,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_full_capacity,0.000000000000,0,0.031543418001,0.003797572280,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.004532980904,0.003718218489,0.000017183686,0.000016457819,0.051734075344,0.047146808929,0.003774101014,0.003693860943,0.996225898986,0.996306139057,0.996225898986,0.996306139057,23;31;28;27;29;22,320;320;320;320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,2.500000000000,0;0;0;0;0;0,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000
kv_oracle_retention,2,1200,8,120,160,160,15,1.791759469228,0.053261545267,0.048379809058,0.003781269528,0.003700726314,1.000000000000,1.000000000000,72.000000000000,1.000000000000,0.400000000000,1.000000000000,0.031543418001,0.003797572280,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_oracle_retention,0.000000000000,0,0.031543418001,0.003797572280,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.004532980904,0.003718218489,0.000017183686,0.000016457819,0.051734075344,0.047146808929,0.003774101014,0.003693860943,0.996225898986,0.996306139057,0.996225898986,0.996306139057,53;63;44,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,0.500000000000,0.500000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,2.470833333333,0;0;0,0.500000000000,0.500000000000,0.000000000000,0.000000000000,1.000000000000
kv_fifo_eviction,2,1200,8,120,160,160,15,1.791759469228,3.060848116718,2.921377367939,1.378527999949,1.310914644005,0.581250000000,0.600000000000,72.000000000000,1.000000000000,0.800000000000,1.000000000000,3.019138042165,1.401544531824,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_fifo_eviction,0.000000000000,0,3.019138042165,1.401544531824,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.790731284054,0.758961204892,0.633088263922,0.605941452882,0.367384717733,0.351221775953,0.030676239735,0.062470880214,0.581157477266,0.580508463475,0.371132373777,0.384410465806,54;52;54,640;640;640,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.500000000000,0.244791666667,0.487500000000,0.487500000000,1.000000000000,160;160;160,1.000000000000,0.000000000000,0.500000000000,0.255208333333,0.483750000000
kv_reservoir,2,1200,8,120,160,160,15,1.791759469228,2.612215145926,2.923884941360,1.273459200891,1.303696585531,0.625000000000,0.606250000000,72.000000000000,1.000000000000,0.668333333333,1.000000000000,2.886805194809,1.110414850944,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_reservoir,0.000000000000,0,2.886805194809,1.110414850944,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.707965335088,0.744886739515,0.582151478456,0.603826916963,0.322198983646,0.345041050486,0.004837435229,0.119246312975,0.629070759294,0.627429014486,0.421425145044,0.409652655826,51;54;55,552;554;498,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,0.835416666667,0.164583333333,0.335416666667,0.148958333333,0.493750000000,0.493750000000,2.358333333333,116;117;89,0.836597222222,0.163402777778,0.336597222222,0.167500000000,0.529166666667
kv_hard_retention,2,1200,8,145,160,160,15,1.791759469228,2.683565381392,3.113634914741,1.359040716895,1.415820271386,0.581250000000,0.575000000000,107.000000000000,1.000000000000,0.658333333333,1.000000000000,2.205644657934,1.448332633055,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_hard_retention,0.000000000000,0,2.205644657934,1.448332633055,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.789826205548,0.805461789901,0.630616449423,0.641159455036,0.367738380540,0.376281017863,0.043296720982,0.037099039180,0.537953279018,0.537900960820,0.353073315047,0.347845515186,48;63;49,514;536;530,0.000000000000,0.577976096484,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.586403520365,0.000000000000,0.822916666667,0.177083333333,0.322916666667,0.175000000000,0.456250000000,0.456250000000,2.395833333333,97;108;105,0.820000000000,0.180000000000,0.320000000000,0.183819444444,0.484583333333
kv_annealed_retention,2,1200,8,145,160,160,15,1.791759469228,2.683565381392,3.113634914741,0.009853963302,0.009795973292,1.000000000000,1.000000000000,107.000000000000,1.000000000000,0.548333333333,1.000000000000,2.399429887101,0.009936816385,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.000000000000,0,2.399429887101,0.009936816385,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.789826205548,0.805461789901,0.000116752794,0.000115390827,0.367738380540,0.376281017863,0.009805291196,0.009747901830,0.990194708804,0.990252098170,0.990194708804,0.990252098170,50;51;59,424;434;458,0.000000000000,0.495746304940,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.495754472667,0.000000000000,0.685416666667,0.314583333333,0.185416666667,0.000000000000,1.000000000000,1.000000000000,2.470833333333,52;57;69,0.653125000000,0.346875000000,0.153125000000,0.000000000000,1.000000000000
kv_full_capacity,3,1200,8,120,160,160,15,1.791759469228,0.135038865437,0.135976305907,0.003723200322,0.003728212514,1.000000000000,1.000000000000,96.000000000000,1.000000000000,0.800000000000,1.000000000000,0.085523595186,0.003737820321,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_full_capacity,0.000000000000,0,0.085523595186,0.003737820321,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.027363795216,0.027768043196,0.000016588125,0.000016634639,0.125138401203,0.126095222935,0.003716272929,0.003721265705,0.996283727071,0.996278734295,0.996283727071,0.996278734295,23;45;25;19;28;20,320;320;320;320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,2.500000000000,0;0;0;0;0;0,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000
kv_oracle_retention,3,1200,8,120,160,160,15,1.791759469228,0.135038865437,0.135976305907,0.003723200322,0.003728212514,1.000000000000,1.000000000000,72.000000000000,1.000000000000,0.400000000000,1.000000000000,0.085523595186,0.003737820321,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_oracle_retention,0.000000000000,0,0.085523595186,0.003737820321,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.027363795216,0.027768043196,0.000016588125,0.000016634639,0.125138401203,0.126095222935,0.003716272929,0.003721265705,0.996283727071,0.996278734295,0.996283727071,0.996278734295,61;54;45,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,0.500000000000,0.500000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,2.479166666667,0;0;0,0.500000000000,0.500000000000,0.000000000000,0.000000000000,1.000000000000
kv_fifo_eviction,3,1200,8,120,160,160,15,1.791759469228,2.019543786649,2.637613812649,1.311661585937,1.478384226383,0.612500000000,0.525000000000,72.000000000000,1.000000000000,0.800000000000,1.000000000000,2.482369251111,1.320456359315,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_fifo_eviction,0.000000000000,0,2.482369251111,1.320456359315,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.681995552565,0.850240316809,0.602367980537,0.681330451254,0.257119925905,0.352985481601,0.060768250792,0.085312798193,0.556972693496,0.560520508786,0.375547850119,0.337673335261,56;54;50,640;640;640,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.500000000000,0.253125000000,0.418750000000,0.418750000000,1.000000000000,160;160;160,1.000000000000,0.000000000000,0.500000000000,0.246458333333,0.494583333333
kv_reservoir,3,1200,8,120,160,160,15,1.791759469228,2.360352574737,2.263141449079,1.404509065816,1.374412198906,0.562500000000,0.581250000000,72.000000000000,1.000000000000,0.620000000000,1.000000000000,1.665027439214,1.572860666854,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_reservoir,0.000000000000,0,1.665027439214,1.572860666854,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9600,0.000000000000,0.776222832628,0.747887497669,0.649399507463,0.634835753717,0.313017421905,0.295448771844,0.015703895945,0.063701430755,0.578203895945,0.575977082328,0.361301307990,0.367450297838,57;59;44,494;528;466,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,900,0.000000000000,0.000000000000,0.000000000000,0.775000000000,0.225000000000,0.275000000000,0.143750000000,0.500000000000,0.500000000000,2.620833333333,87;104;73,0.778541666667,0.221458333333,0.278541666667,0.139166666667,0.485416666667
