preset,seed,steps,batch_size,parameters,train_count,holdout_count,sequence_length,chance_nll,initial_train_nll,initial_holdout_nll,final_train_nll,final_holdout_nll,final_train_accuracy,final_holdout_accuracy,mean_estimated_madds_per_token,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,first_window_loss,last_window_loss,mechanism_load,role_mechanism_load,condition,workspace_aux_initial_weight,workspace_aux_anneal_steps,first_primary_window_loss,last_primary_window_loss,last_workspace_aux_window_loss,anneal_boundary_primary_window_loss,final_workspace_aux_weight,final_weighted_workspace_aux_window_loss
core_full_content,4,400,8,1169,160,48,8,1.609437912434,1.653941114618,1.653291585845,0.153290699403,2.065100853741,0.943750000000,0.458333333333,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.637488333859,0.329095822477,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.637488333859,0.329095822477,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,4,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.563486613980,1.609684677842,0.287500000000,0.125000000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.616213438048,1.563836695241,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.616213438048,1.563836695241,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,4,400,8,15650,160,48,8,1.609437912434,1.645848158975,1.623099450424,0.265277565330,2.243954537417,0.912500000000,0.500000000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.662086786383,0.328710481179,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.662086786383,0.328710481179,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,4,400,8,15650,160,48,8,1.609437912434,1.645848158975,1.623099450424,0.200949850042,2.219046752822,0.943750000000,0.500000000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.444798530922,0.396003623382,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.663603158218,0.396003623382,0.000000000000,0.639870354226,0.000000000000,0.000000000000
core_full_content,5,400,8,1169,160,48,8,1.609437912434,1.697157447018,1.605142952474,0.015444080031,1.938986129295,1.000000000000,0.500000000000,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.710523191159,0.015803201566,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.710523191159,0.015803201566,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,5,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.604919686742,1.610399072213,0.225000000000,0.187500000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.617086379554,1.613193564243,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.617086379554,1.613193564243,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,5,400,8,15650,160,48,8,1.609437912434,1.611888163127,1.599114680759,0.137647949399,1.711340405217,0.968750000000,0.562500000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.667460182228,0.244582887174,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.667460182228,0.244582887174,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,5,400,8,15650,160,48,8,1.609437912434,1.611888163127,1.599114680759,0.178251489005,1.786080068537,0.968750000000,0.541666666667,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.448065856895,0.351209799258,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.664008366972,0.351209799258,0.000000000000,0.616921166522,0.000000000000,0.000000000000
core_full_content,6,400,8,1169,160,48,8,1.609437912434,1.650048834001,1.538878286266,0.118987419615,2.289760672699,0.987500000000,0.437500000000,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.616659148613,0.260883004980,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.616659148613,0.260883004980,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,6,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.603555514393,1.603789237346,0.237500000000,0.187500000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.628248967164,1.614978475104,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.628248967164,1.614978475104,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,6,400,8,15650,160,48,8,1.609437912434,1.623028402482,1.644108008780,0.498720894636,1.855765961544,0.800000000000,0.437500000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.686948725801,0.611349632021,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.686948725801,0.611349632021,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,6,400,8,15650,160,48,8,1.609437912434,1.623028402482,1.644108008780,0.455986221680,1.590430984732,0.862500000000,0.479166666667,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.476886328180,0.528253613206,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.688862665323,0.528253613206,0.000000000000,0.938620991339,0.000000000000,0.000000000000
core_full_content,7,400,8,1169,160,48,8,1.609437912434,1.714960749643,1.680204012122,0.066147102206,2.421866621898,0.981250000000,0.541666666667,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.667222868923,0.064561076315,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.667222868923,0.064561076315,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,7,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.597225008140,1.623415176076,0.231250000000,0.145833333333,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.649871840940,1.602983026194,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.649871840940,1.602983026194,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,7,400,8,15650,160,48,8,1.609437912434,1.616080300738,1.637516698828,0.572019100218,2.509226535698,0.800000000000,0.291666666667,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.665152926310,0.695988169416,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.665152926310,0.695988169416,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,7,400,8,15650,160,48,8,1.609437912434,1.616080300738,1.637516698828,0.302068276604,2.327802656843,0.912500000000,0.395833333333,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.466425168953,0.448703573717,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.666429320122,0.448703573717,0.000000000000,0.889947375738,0.000000000000,0.000000000000
core_full_content,8,400,8,1169,160,48,8,1.609437912434,1.588929139864,1.538646482532,0.043200330792,2.469912502223,1.000000000000,0.375000000000,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.554489436075,0.064849025359,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.554489436075,0.064849025359,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,8,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.596967157120,1.593981863473,0.262500000000,0.312500000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.609768169646,1.584683146695,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.609768169646,1.584683146695,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,8,400,8,15650,160,48,8,1.609437912434,1.643672336407,1.610699257320,0.216303413266,1.783748635984,0.931250000000,0.520833333333,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.626817233763,0.314180514722,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.626817233763,0.314180514722,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,8,400,8,15650,160,48,8,1.609437912434,1.643672336407,1.610699257320,0.203105077732,2.063711203091,0.918750000000,0.375000000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.398909191948,0.311726789917,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.630518462548,0.311726789917,0.000000000000,0.639804078318,0.000000000000,0.000000000000
core_full_content,9,400,8,1169,160,48,8,1.609437912434,1.660502766530,1.609315424359,0.088407959281,2.099147713331,0.993750000000,0.458333333333,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.637099440927,0.128958983899,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.637099440927,0.128958983899,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,9,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.594543912600,1.651712470796,0.256250000000,0.166666666667,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.624091908174,1.601500256008,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.624091908174,1.601500256008,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,9,400,8,15650,160,48,8,1.609437912434,1.625114208665,1.616968406252,0.470210187723,1.669481654780,0.843750000000,0.395833333333,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.686239123119,0.749506913838,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.686239123119,0.749506913838,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,9,400,8,15650,160,48,8,1.609437912434,1.625114208665,1.616968406252,0.333164530097,2.240065435386,0.900000000000,0.333333333333,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.464890952550,0.623299880256,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.684801182798,0.623299880256,0.000000000000,0.891296179162,0.000000000000,0.000000000000
core_full_content,10,400,8,1169,160,48,8,1.609437912434,1.728269470861,1.685340165751,0.082493689279,2.246031272453,1.000000000000,0.458333333333,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.716040933635,0.127030227486,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.716040933635,0.127030227486,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,10,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.598155447887,1.635598301616,0.262500000000,0.187500000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.624262910391,1.606070146411,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.624262910391,1.606070146411,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,10,400,8,15650,160,48,8,1.609437912434,1.613242483891,1.672994958608,0.479368841023,1.440385903321,0.806250000000,0.541666666667,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.652117328346,0.571198649378,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.652117328346,0.571198649378,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,10,400,8,15650,160,48,8,1.609437912434,1.613242483891,1.672994958608,0.428603617620,1.364414455616,0.862500000000,0.500000000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.433168624702,0.556850533775,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.654467756172,0.556850533775,0.000000000000,0.822909965352,0.000000000000,0.000000000000
core_full_content,11,400,8,1169,160,48,8,1.609437912434,1.787942918165,1.608812064529,0.089105414232,2.171624018102,0.981250000000,0.500000000000,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.685377267990,0.098955535520,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.685377267990,0.098955535520,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,11,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.597194010792,1.681532315728,0.225000000000,0.104166666667,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.617692915270,1.600619037612,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.617692915270,1.600619037612,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,11,400,8,15650,160,48,8,1.609437912434,1.668067454174,1.659772607105,0.446760032490,1.674476236270,0.800000000000,0.500000000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.689109078592,0.596257127126,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.689109078592,0.596257127126,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,11,400,8,15650,160,48,8,1.609437912434,1.668067454174,1.659772607105,0.488583967240,2.039365448749,0.825000000000,0.395833333333,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.463378700642,0.758822223855,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.688205643736,0.758822223855,0.000000000000,0.833319885697,0.000000000000,0.000000000000
core_full_content,12,400,8,1169,160,48,8,1.609437912434,1.815810746881,1.672861037079,0.044777006842,1.790220041407,1.000000000000,0.520833333333,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.720387144403,0.093833861805,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.720387144403,0.093833861805,0.000000000000,0.000000000000,0.000000000000,0.000000000000
core_content_blind,12,400,8,725,160,48,8,1.609437912434,1.609437912434,1.609437912434,1.581478857110,1.676235907496,0.275000000000,0.104166666667,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.638741057526,1.574852508845,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_content_blind,0.000000000000,0,1.638741057526,1.574852508845,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,12,400,8,15650,160,48,8,1.609437912434,1.595046302822,1.672944854205,0.286368821489,2.300650505303,0.925000000000,0.416666666667,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.664743174813,0.452896855938,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_final_only,0.000000000000,0,1.664743174813,0.452896855938,0.000000000000,0.000000000000,0.000000000000,0.000000000000
mediation_fixed,12,400,8,15650,160,48,8,1.609437912434,1.595046302822,1.672944854205,0.215840813532,2.194380559323,0.937500000000,0.354166666667,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,2.423060468949,0.272835284804,96;96;96;96,entity:48;48;48;0|value:48;48;48;0|filler:0;0;0;0|query_marker:0;0;0;48|query_entity:0;0;0;48,mediation_aux_annealed,0.500000000000,200,1.656241446772,0.272835284804,0.000000000000,0.901301798231,0.000000000000,0.000000000000
core_full_content,13,400,8,1169,160,48,8,1.609437912434,1.680682197396,1.570864385147,0.027484141270,2.377628707823,1.000000000000,0.520833333333,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.470822139085,0.035640396987,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,core_full_content,0.000000000000,0,1.470822139085,0.035640396987,0.000000000000,0.000000000000,0.000000000000,0.000000000000
